customerid,Recency,Tenure,Frequency,Monetary,AOV,churn,transaction_id,gender,location,tenure_months,transaction_date,product_sku,product_description,product_category,quantity,avg_price,delivery_charges,coupon_status,gst,offline_spend,online_spend,coupon_code,discount_pct,Month,CohortMonth,CohortIndex
12567,161,34,1,3344,185.78,1,20422,F,Washington DC,23,2019-02-14,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.50,Not Used,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20424,F,Washington DC,23,2019-02-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.50,Clicked,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20432,F,Washington DC,23,2019-02-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.50,Clicked,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20434,F,Washington DC,23,2019-02-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.50,Used,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20436,F,Washington DC,23,2019-02-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.50,Clicked,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20440,F,Washington DC,23,2019-02-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.50,Used,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20442,F,Washington DC,23,2019-02-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.50,Used,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20446,F,Washington DC,23,2019-02-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6.50,Clicked,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20449,F,Washington DC,23,2019-02-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6.50,Clicked,0.10,3000,830,ELEC20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20441,F,Washington DC,23,2019-02-14,GGOEGGOA017399,Maze Pen,Office,160,0,28.78,Not Used,0.10,3000,830,OFF20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20413,F,Washington DC,23,2019-02-14,GGOEGAEB084517,BLM Sweatshirt,Apparel,2,41,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20415,F,Washington DC,23,2019-02-14,GGOEGAEB084517,BLM Sweatshirt,Apparel,1,33,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20418,F,Washington DC,23,2019-02-14,GGOEGAER033216,Google Men's Long Sleeve Raglan Cranberry,Apparel,1,19,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20427,F,Washington DC,23,2019-02-14,GGOEGAEB084514,BLM Sweatshirt,Apparel,1,33,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20428,F,Washington DC,23,2019-02-14,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1,44,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20430,F,Washington DC,23,2019-02-14,GGOEGAEB084516,BLM Sweatshirt,Apparel,1,33,6.50,Not Used,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20433,F,Washington DC,23,2019-02-14,GGOEGAEB084514,BLM Sweatshirt,Apparel,1,41,6.50,Clicked,0.18,3000,830,SALE20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20431,F,Washington DC,23,2019-02-14,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Bags,1,12,6.50,Clicked,0.18,3000,830,AIO20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20417,F,Washington DC,23,2019-02-14,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,3,8,6.50,Used,0.18,3000,830,EXTRA20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20419,F,Washington DC,23,2019-02-14,GGOEGHGT019599,Google Sunglasses,Lifestyle,4,3,6.50,Clicked,0.18,3000,830,EXTRA20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20447,F,Washington DC,23,2019-02-14,GGOEGCKQ013199,1 oz Hand Sanitizer,Lifestyle,3,1,6.50,Clicked,0.18,3000,830,EXTRA20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20426,F,Washington DC,23,2019-02-14,GGOEWFKA082999,Waze Baby on Board Window Decal,Waze,1,2,6.50,Used,0.18,3000,830,WEMP20,20.00,2019-02-01,2019-02-01,1
12567,161,34,1,3344,185.78,1,20438,F,Washington DC,23,2019-02-14,GGOEGHPB003410,Google Snapback Hat Black,Headgear,3,22,6.50,Used,0.05,3000,830,HGEAR20,20.00,2019-02-01,2019-02-01,1
12577,77,0,1,3644,173.52,1,30142,F,New Jersey,10,2019-06-12,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,79,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30144,F,New Jersey,10,2019-06-12,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30149,F,New Jersey,10,2019-06-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,12.99,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30151,F,New Jersey,10,2019-06-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30152,F,New Jersey,10,2019-06-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30153,F,New Jersey,10,2019-06-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30155,F,New Jersey,10,2019-06-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30156,F,New Jersey,10,2019-06-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30161,F,New Jersey,10,2019-06-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30165,F,New Jersey,10,2019-06-12,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30166,F,New Jersey,10,2019-06-12,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6.00,Not Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30168,F,New Jersey,10,2019-06-12,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6.00,Clicked,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30173,F,New Jersey,10,2019-06-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30176,F,New Jersey,10,2019-06-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.00,Used,0.10,3000,2321,ELEC30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30160,F,New Jersey,10,2019-06-12,GGOEGOAR013599,Ballpoint Stylus Pen,Office,1,5,6.00,Clicked,0.10,3000,2321,OFF30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30162,F,New Jersey,10,2019-06-12,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Office,15,5,12.91,Used,0.10,3000,2321,OFF30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30171,F,New Jersey,10,2019-06-12,GGOEGALJ057914,Google Women's Short Sleeve Performance Tee Charcoal,Apparel,1,30,6.00,Used,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30143,F,New Jersey,10,2019-06-12,GGOEAAYC068756,Android Youth Short Sleeve T-shirt Aqua,Apparel,1,15,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30145,F,New Jersey,10,2019-06-12,GGOEGAEJ031315,Google Tri-blend Hoodie Grey,Apparel,1,31,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30147,F,New Jersey,10,2019-06-12,GGOEGALQ036615,Google Women's Scoop Neck Tee White,Apparel,1,13,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30148,F,New Jersey,10,2019-06-12,GGOEGAYL068125,Google Youth Sports Tee Navy,Apparel,1,17,12.99,Not Used,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30157,F,New Jersey,10,2019-06-12,GGOEGAWQ062953,Google Baby Essentials Set,Apparel,1,27,14.41,Used,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30158,F,New Jersey,10,2019-06-12,GGOEGAYQ068924,Google Youth Girl Hoodie,Apparel,1,24,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30167,F,New Jersey,10,2019-06-12,GGOEGALJ072915,Google Women's Performance Hero Tee Gunmetal,Apparel,1,15,12.99,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30169,F,New Jersey,10,2019-06-12,GGOEYAAJ032517,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15,12.99,Used,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30172,F,New Jersey,10,2019-06-12,GGOEGAWQ062948,Google Baby Essentials Set,Apparel,1,27,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30177,F,New Jersey,10,2019-06-12,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13,6.00,Clicked,0.18,3000,2321,SALE30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30163,F,New Jersey,10,2019-06-12,GGOEGBJC019999,Collapsible Shopping Bag,Bags,110,3,28.21,Clicked,0.18,3000,2321,AIO30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30154,F,New Jersey,10,2019-06-12,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,1,2,6.00,Not Used,0.18,3000,2321,EXTRA30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30174,F,New Jersey,10,2019-06-12,GGOEGDHJ023099,Insulated Bottle,Drinkware,8,21,6.00,Used,0.18,3000,2321,EXTRA30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30175,F,New Jersey,10,2019-06-12,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,20,19,16.10,Clicked,0.18,3000,2321,EXTRA30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30150,F,New Jersey,10,2019-06-12,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,199,19.05,Not Used,0.10,3000,2321,NCA30,30.00,2019-06-01,2019-06-01,1
12577,77,0,1,3644,173.52,1,30170,F,New Jersey,10,2019-06-12,GGOENEBQ081799,Nest Protect Smoke + CO White Wired Alarm - CA,Nest-Canada,4,104,8.70,Clicked,0.10,3000,2321,NCA30,30.00,2019-06-01,2019-06-01,1
12578,39,0,1,4,4.0,0,33238,F,Chicago,8,2019-07-20,GGOEGAAJ032814,Google Men's Long & Lean Tee Charcoal,Apparel,1,4,6.00,Clicked,0.18,2000,2097,SALE10,10.00,2019-07-01,2019-07-01,1
12583,26,0,1,248,31.0,0,34491,M,Chicago,33,2019-08-02,GGOEGALB034116,Google Women's Vintage Hero Tee Black,Apparel,1,4,6.00,Clicked,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34492,M,Chicago,33,2019-08-02,GGOEGAEJ031314,Google Tri-blend Hoodie Grey,Apparel,1,39,6.00,Used,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34494,M,Chicago,33,2019-08-02,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1,44,6.00,Used,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34495,M,Chicago,33,2019-08-02,GGOEGAEB084514,BLM Sweatshirt,Apparel,1,33,6.00,Used,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34496,M,Chicago,33,2019-08-02,GGOEYAEA035114,YouTube Men's Vintage Henley,Apparel,1,12,6.00,Used,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34497,M,Chicago,33,2019-08-02,GGOEAAWJ062550,Android Infant Short Sleeve Tee Pewter,Apparel,1,13,6.00,Clicked,0.18,1500,2155,SALE20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34499,M,Chicago,33,2019-08-02,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,50,2,12.91,Used,0.18,1500,2155,EXTRA20,20.00,2019-08-01,2019-08-01,1
12583,26,0,1,248,31.0,0,34501,M,Chicago,33,2019-08-02,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,Housewares,3,1,6.00,Clicked,0.12,1500,2155,HOU20,20.00,2019-08-01,2019-08-01,1
12585,35,10,1,1796,112.25,1,32714,F,New Jersey,4,2019-07-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.00,Clicked,0.10,2500,2064,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32718,F,New Jersey,4,2019-07-14,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.00,Not Used,0.10,2500,2064,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32719,F,New Jersey,4,2019-07-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Not Used,0.10,2500,2064,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32721,F,New Jersey,4,2019-07-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.00,Clicked,0.10,2500,2064,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,33596,F,New Jersey,4,2019-07-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.00,Clicked,0.10,2500,850,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,33597,F,New Jersey,4,2019-07-24,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.00,Clicked,0.10,2500,850,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,33600,F,New Jersey,4,2019-07-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,119,6.00,Not Used,0.10,2500,850,ELEC10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32706,F,New Jersey,4,2019-07-14,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,18,6.00,Clicked,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32712,F,New Jersey,4,2019-07-14,GGOEGAAL010614,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13,6.00,Clicked,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32715,F,New Jersey,4,2019-07-14,GGOEAAAJ032914,Android Men's Long & Lean Badge Tee Charcoal,Apparel,1,4,6.00,Not Used,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32722,F,New Jersey,4,2019-07-14,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10,6.00,Used,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32724,F,New Jersey,4,2019-07-14,GGOEGATC060313,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,1,26,6.00,Used,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32725,F,New Jersey,4,2019-07-14,GGOEGADJ056813,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,44,6.00,Clicked,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32728,F,New Jersey,4,2019-07-14,GGOEGADB059616,Google Men's Quilted Insulated Vest Black,Apparel,1,41,12.99,Used,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32730,F,New Jersey,4,2019-07-14,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10,6.00,Used,0.18,2500,2064,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,33602,F,New Jersey,4,2019-07-24,GGOEGAEA030415,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1,11,6.00,Used,0.18,2500,850,SALE10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32729,F,New Jersey,4,2019-07-14,GGOEGBCR024399,Google Lunch Bag,Bags,1,13,6.00,Used,0.18,2500,2064,AIO10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,33598,F,New Jersey,4,2019-07-24,GGOEGFAQ016699,Bottle Opener Clip,Drinkware,2,2,6.00,Clicked,0.18,2500,850,EXTRA10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32710,F,New Jersey,4,2019-07-14,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1,5,6.00,Clicked,0.18,2500,2064,EXTRA10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32723,F,New Jersey,4,2019-07-14,GGOEAKDH019899,Windup Android,Lifestyle,1,3,12.99,Not Used,0.18,2500,2064,EXTRA10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32713,F,New Jersey,4,2019-07-14,GGOEGHPB003410,Google Snapback Hat Black,Headgear,2,9,32.08,Clicked,0.05,2500,2064,HGEAR10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32717,F,New Jersey,4,2019-07-14,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,1,15,6.00,Clicked,0.05,2500,2064,HGEAR10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32707,F,New Jersey,4,2019-07-14,GGOEGDHJ082599,Google 17 oz Double Wall Stainless Steel Insulated Bottle,Google,2,13,6.00,Used,0.10,2500,2064,0,0,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32711,F,New Jersey,4,2019-07-14,GGOEGOCL077699,Google Hard Cover Journal,Notebooks & Journals,18,14,6.00,Used,0.05,2500,2064,NJ10,10.00,2019-07-01,2019-07-01,1
12585,35,10,1,1796,112.25,1,32716,F,New Jersey,4,2019-07-14,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3,6.50,Clicked,0.05,2500,2064,BT10,10.00,2019-07-01,2019-07-01,1
12586,177,0,1,18,18.0,1,21945,M,California,3,2019-03-04,GGOEAAAJ032416,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,18,6.50,Not Used,0.18,4000,642,SALE30,30.00,2019-03-01,2019-03-01,1
12600,65,0,1,254,127.0,1,31167,M,New York,39,2019-06-24,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Not Used,0.10,3500,1975,ELEC30,30.00,2019-06-01,2019-06-01,1
12600,65,0,1,254,127.0,1,31169,M,New York,39,2019-06-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,12.99,Clicked,0.10,3500,1975,ELEC30,30.00,2019-06-01,2019-06-01,1
12600,65,0,1,254,127.0,1,31166,M,New York,39,2019-06-24,GGOEGAXQ067155,Google Toddler Short Sleeve Tee White,Apparel,1,16,6.00,Used,0.18,3500,1975,SALE30,30.00,2019-06-01,2019-06-01,1
12601,11,0,1,417,139.0,0,35927,F,California,10,2019-08-17,GGOEGALP036313,Google Women's Long Sleeve Tee Lavender,Apparel,1,9,6.00,Used,0.18,3500,3352,SALE20,20.00,2019-08-01,2019-08-01,1
12601,11,0,1,417,139.0,0,35925,F,California,10,2019-08-17,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,1,10,6.00,Clicked,0.18,3500,3352,EXTRA20,20.00,2019-08-01,2019-08-01,1
12601,11,0,1,417,139.0,0,35926,F,California,10,2019-08-17,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,199,8.70,Clicked,0.10,3500,3352,NCA20,20.00,2019-08-01,2019-08-01,1
12601,11,0,1,417,139.0,0,35930,F,California,10,2019-08-17,GGOENEBQ086499,Nest Cam IQ - USA,Nest,1,199,6.00,Used,0.05,3500,3352,NE20,20.00,2019-08-01,2019-08-01,1
12605,131,0,1,134,67.0,1,26011,F,New York,37,2019-04-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.00,Clicked,0.10,4000,1754,ELEC10,10.00,2019-04-01,2019-04-01,1
12605,131,0,1,134,67.0,1,26012,F,New York,37,2019-04-19,GGOEGAAJ032316,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15,6.00,Clicked,0.18,4000,1754,SALE10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,31336,M,California,44,2019-06-27,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.00,Clicked,0.10,1500,649,ELEC30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,31334,M,California,44,2019-06-27,GGOEGOAB016099,Leather and Metal Ballpoint Pen,Office,32,10,12.48,Clicked,0.10,1500,649,OFF30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,31337,M,California,44,2019-06-27,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1,44,12.48,Clicked,0.18,1500,649,SALE30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,31338,M,California,44,2019-06-27,GGOEGAAQ033916,Google Men's Vintage Badge Tee White,Apparel,1,13,6.00,Clicked,0.18,1500,649,SALE30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,31335,M,California,44,2019-06-27,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,12,10,16.10,Used,0.18,1500,649,EXTRA30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,31340,M,California,44,2019-06-27,GGOEADHH055999,22 oz Android Bottle,Bottles,2,2,6.00,Used,0.05,1500,649,BT30,30.00,2019-06-01,2019-04-01,3
12621,62,76,1,1633,116.64,1,25347,M,California,44,2019-04-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.50,Used,0.10,3000,1631,ELEC10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25351,M,California,44,2019-04-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.50,Clicked,0.10,3000,1631,ELEC10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25352,M,California,44,2019-04-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.50,Not Used,0.10,3000,1631,ELEC10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25356,M,California,44,2019-04-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.50,Clicked,0.10,3000,1631,ELEC10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25353,M,California,44,2019-04-12,GGOEGOLC013299,Spiral Notebook and Pen Set,Office,15,4,12.48,Clicked,0.10,3000,1631,OFF10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25346,M,California,44,2019-04-12,GGOEGAXJ065529,Google Toddler Short Sleeve T-shirt Grey,Apparel,1,9,6.50,Used,0.18,3000,1631,SALE10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25348,M,California,44,2019-04-12,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15,6.50,Clicked,0.18,3000,1631,SALE10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25349,M,California,44,2019-04-12,GGOEGADJ056813,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,61,6.50,Clicked,0.18,3000,1631,SALE10,10.00,2019-04-01,2019-04-01,1
12621,62,76,1,1633,116.64,1,25354,M,California,44,2019-04-12,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15,6.50,Used,0.18,3000,1631,SALE10,10.00,2019-04-01,2019-04-01,1
